SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,OCCUPATION_TYPE,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,FLAG_DOCUMENT_17,AMT_REQ_CREDIT_BUREAU_YEAR
449790,0,Cash loans,F,N,N,0,85500,103500,8307,103500,Family,Working,Secondary / secondary special,Single / not married,House / apartment,-16394,Labourers,Business Entity Type 2,,0.62480212,0.622922,0,0
449791,0,Revolving loans,M,N,Y,0,90000,202500,10125,202500,Unaccompanied,Commercial associate,Higher education,Civil marriage,Co-op apartment,-14014,Labourers,Business Entity Type 3,0.206286374,0.507906355,0.490257512,0,1
449793,0,Cash loans,M,N,N,1,94500,225000,20637,225000,Family,Working,Higher education,Married,With parents,-9232,Labourers,Electricity,,0.571587634,0.490257512,0,2
449794,0,Cash loans,M,N,Y,0,112500,729792,35109,630000,Family,Working,Secondary / secondary special,Married,With parents,-11921,Low-skill Labourers,Restaurant,0.397892907,0.495633945,,0,
449795,0,Cash loans,F,N,Y,1,112500,90000,9823.5,90000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11172,Sales staff,Trade: type 3,,0.551134765,0.667457742,0,1
449796,0,Cash loans,M,Y,Y,0,193500,996885,42367.5,805500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19333,Drivers,Business Entity Type 3,,0.69316727,0.621226338,0,6
449797,0,Cash loans,F,N,Y,0,99000,302206.5,14134.5,229500,Family,Working,Incomplete higher,Married,House / apartment,-12741,,Self-employed,0.537500192,0.599666741,0.638043528,0,7
449798,0,Cash loans,F,Y,Y,0,166500,1325475,56290.5,1125000,Other_B,Pensioner,Secondary / secondary special,Married,House / apartment,-20517,,XNA,,0.737346649,,0,
449799,0,Cash loans,F,N,N,0,157500,356580,37570.5,315000,Unaccompanied,Commercial associate,Higher education,Separated,With parents,-15737,,University,,0.687088078,0.472253343,0,1
449800,0,Cash loans,F,N,N,1,225000,303205.5,30730.5,288000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-13814,Core staff,Housing,,0.704214984,0.560284328,0,5
449801,0,Cash loans,F,N,Y,0,135000,675000,21775.5,675000,Unaccompanied,Working,Secondary / secondary special,Separated,Office apartment,-16479,Labourers,Self-employed,,0.420456612,0.54065445,0,1
449803,0,Cash loans,F,N,N,0,315000,630000,30438,630000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-13896,Managers,Self-employed,0.677081371,0.548439251,,0,3
449804,0,Cash loans,F,N,Y,0,225000,1029658.5,34159.5,922500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17488,Core staff,Business Entity Type 3,,0.550339406,0.641368257,0,1
449805,1,Cash loans,F,N,Y,0,135000,284400,16456.5,225000,Family,Working,Secondary / secondary special,Married,House / apartment,-17409,Cooking staff,Restaurant,,0.108913975,0.362277247,0,5
449806,0,Cash loans,F,N,Y,0,90000,544491,16047,454500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,With parents,-23565,,XNA,,0.631416852,0.616121691,0,2
449807,1,Cash loans,F,N,Y,0,135000,247275,16717.5,225000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-21761,,XNA,,0.673400552,0.785052026,0,1
449808,0,Cash loans,F,N,N,0,112500,254700,24192,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-8535,Medicine staff,Kindergarten,,0.589292485,0.576208836,0,3
449809,0,Cash loans,M,N,N,0,225000,159264,9270,126000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-21411,Cooking staff,Business Entity Type 3,,0.546933279,,0,5
449810,0,Cash loans,F,N,Y,1,90000,942300,36643.5,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-15090,Core staff,Business Entity Type 3,,0.436961394,0.448962273,0,2
449811,1,Cash loans,F,N,Y,0,67500,70083,5746.5,58500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-16690,Sales staff,Self-employed,0.632504969,0.484497271,0.771361592,0,0
449813,0,Cash loans,M,N,N,2,126000,178290,21289.5,157500,Other_A,Working,Secondary / secondary special,Married,With parents,-12574,,Business Entity Type 3,0.198909772,0.706038236,,0,
449814,0,Revolving loans,M,Y,Y,0,675000,900000,45000,900000,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,-16429,,Business Entity Type 2,,0.72143189,,0,
449816,0,Cash loans,M,Y,Y,1,180000,1046142,33876,913500,Family,State servant,Higher education,Married,House / apartment,-17977,Labourers,Emergency,,0.676480629,0.475849909,0,5
449817,0,Cash loans,F,N,N,2,135000,473760,50269.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-15865,Managers,Self-employed,0.652804817,0.468483336,0.72239289,0,1
449819,1,Cash loans,M,Y,N,0,450000,521280,28408.5,450000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-12035,Managers,Business Entity Type 3,0.209253072,0.407285977,0.349055251,0,1
449823,0,Cash loans,F,N,N,1,90000,314055,11767.5,238500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-10519,Medicine staff,Medicine,0.314776236,0.710079319,0.576208836,0,0
449824,0,Cash loans,M,N,Y,2,202500,1506816,49797,1350000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16402,Drivers,Government,,0.131835647,0.255331771,0,1
449825,0,Cash loans,F,N,Y,1,247500,702000,20524.5,702000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-13800,Accountants,Business Entity Type 3,0.743298453,0.73024759,0.579727423,0,4
449826,0,Cash loans,F,Y,Y,0,135000,528633,22527,472500,Unaccompanied,Pensioner,Higher education,Civil marriage,House / apartment,-21038,,XNA,,0.4249871,0.725276435,0,5
449827,0,Cash loans,F,N,Y,1,164700,610335,20299.5,463500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-15322,Labourers,Agriculture,,0.138331728,,0,1
449828,0,Cash loans,M,Y,Y,0,126000,675000,19476,675000,Family,Pensioner,Secondary / secondary special,Married,House / apartment,-23021,,XNA,0.770619243,0.499706671,0.58499004,0,1
449829,0,Revolving loans,M,Y,Y,0,279000,270000,13500,270000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-12628,Managers,Business Entity Type 2,0.430025245,0.708713376,0.684827659,0,0
449830,0,Cash loans,F,Y,Y,1,112500,396171,26928,342000,"Spouse, partner",State servant,Higher education,Married,House / apartment,-11123,Secretaries,Kindergarten,0.299426246,0.549099867,0.251239446,0,2
449832,0,Cash loans,F,N,Y,0,135000,540000,23917.5,540000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-24054,,XNA,,0.472574687,,0,0
449833,0,Cash loans,F,Y,Y,0,202500,891126,35469,796500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-10826,Managers,Business Entity Type 3,0.057960312,0.522215645,0.728141299,0,3
449834,0,Cash loans,F,N,N,2,90000,239418,15430.5,211500,Family,Commercial associate,Higher education,Married,With parents,-12787,Managers,Industry: type 3,,0.255478871,0.495665829,0,1
449835,0,Cash loans,F,N,Y,0,247500,545040,20677.5,450000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-21799,,XNA,,0.476424257,0.728141299,0,1
449836,0,Cash loans,F,N,Y,1,225000,1258650,52074,1125000,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,-18020,,XNA,,0.752790081,,0,
449838,0,Cash loans,F,Y,Y,0,180000,607500,26887.5,607500,Unaccompanied,Working,Higher education,Separated,House / apartment,-19612,Core staff,Kindergarten,,0.478110034,0.53348163,0,2
449839,0,Cash loans,F,N,Y,0,135000,158301,15552,148500,Unaccompanied,Pensioner,Lower secondary,Single / not married,House / apartment,-24563,,XNA,,0.733012678,0.77008707,0,2
449840,0,Cash loans,M,Y,N,0,405000,263686.5,28525.5,238500,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,-11466,Core staff,Telecom,0.520679892,0.241767967,0.6041126,0,4
449841,0,Cash loans,F,N,N,0,121500,882000,25920,882000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-16857,Labourers,Business Entity Type 1,,0.2969236,0.627990819,0,4
449842,1,Cash loans,M,N,N,0,225000,296280,23539.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15236,Labourers,Business Entity Type 1,,0.604235636,,0,
449843,0,Cash loans,F,N,Y,0,112500,172021.5,17757,148500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-18900,Sales staff,Business Entity Type 1,,0.722095001,0.441835823,0,4
449844,0,Cash loans,M,Y,Y,0,270000,937287,57339,868500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,-9104,Drivers,Construction,0.163793557,0.087195102,,0,
449845,0,Cash loans,M,N,Y,0,81000,187704,12672,148500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-22099,,XNA,,0.675676091,0.692559067,0,1
449846,0,Cash loans,F,N,N,0,90000,373500,18099,373500,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,With parents,-9772,,Other,0.448361541,0.541753506,0.626304277,0,3
449847,0,Cash loans,F,N,Y,0,112500,805882.5,25434,612000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19606,Drivers,Medicine,0.775905459,0.264196487,,0,3
449848,0,Cash loans,F,N,Y,0,81000,392427,18423,324000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-21677,,XNA,,0.140414339,0.397946322,0,2
449849,0,Cash loans,F,Y,Y,0,90000,130500,10237.5,130500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18546,High skill tech staff,Self-employed,0.391266699,0.330036264,0.807273923,0,1
449850,0,Cash loans,F,N,Y,0,112500,518562,26604,463500,Family,Working,Secondary / secondary special,Married,House / apartment,-15367,Labourers,Housing,,0.751060574,0.619527708,0,3
449851,0,Cash loans,F,N,Y,1,135000,254700,20250,225000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,-16952,Labourers,Self-employed,,0.707216883,0.272133684,0,4
449852,0,Cash loans,F,N,Y,0,171000,808650,23773.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15437,Sales staff,Business Entity Type 3,,0.604125815,,0,1
449853,0,Revolving loans,F,Y,Y,0,180000,202500,10125,202500,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,-9498,Core staff,Realtor,0.499381844,0.606742935,0.301624892,0,1
449854,1,Revolving loans,F,N,N,0,135000,180000,9000,180000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-14278,Labourers,Self-employed,0.158190663,0.18179701,0.736622698,0,1
449856,0,Cash loans,F,N,N,0,90000,360000,42723,360000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15431,Cleaning staff,Restaurant,,0.540520922,,0,
449858,0,Cash loans,M,Y,Y,0,135000,225000,17905.5,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,-9213,Labourers,Business Entity Type 3,,0.431535373,,0,
449859,0,Cash loans,F,Y,Y,2,225000,855657,43816.5,751500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-14100,Private service staff,Self-employed,,0.620537752,,0,0
449860,0,Cash loans,F,N,Y,0,81000,630000,35307,630000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-19561,,XNA,,0.5165769,0.719490785,0,1
449861,0,Cash loans,M,N,Y,0,202500,675000,21906,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-21121,Labourers,Business Entity Type 3,,0.454967684,0.852828467,0,3
449862,0,Cash loans,F,N,N,0,157500,976500,41503.5,976500,Family,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22562,,XNA,0.481366713,0.58932424,0.128504377,0,3
449863,0,Cash loans,M,Y,Y,1,171000,402048,21937.5,288000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-9460,Labourers,Business Entity Type 3,0.039597847,0.021034928,0.303146374,0,4
449864,0,Cash loans,F,N,Y,1,112500,74628,7965,67500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-13316,Secretaries,Self-employed,0.712043082,0.522826695,0.72239289,0,5
449867,0,Cash loans,F,N,N,0,315000,450000,32746.5,450000,Unaccompanied,Working,Incomplete higher,Civil marriage,House / apartment,-10468,Accountants,Business Entity Type 3,0.365407005,0.300142835,0.096948317,0,8
449868,0,Cash loans,M,Y,N,0,121500,508495.5,21541.5,454500,Unaccompanied,Pensioner,Lower secondary,Married,House / apartment,-23325,,XNA,,0.633541585,0.090814709,0,3
449869,1,Revolving loans,F,N,Y,0,90000,180000,9000,180000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17721,Cleaning staff,School,,0.266400097,0.000527265,0,0
449870,0,Cash loans,F,N,N,2,72000,67500,7087.5,67500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12305,Cleaning staff,Construction,0.685718418,0.450043156,0.239226279,0,6
449872,0,Cash loans,F,N,Y,0,157500,783000,23022,783000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18349,Labourers,Construction,,0.642575851,0.76102637,0,3
449875,0,Cash loans,F,Y,N,2,67500,1223010,51948,1125000,Family,Working,Secondary / secondary special,Married,House / apartment,-13520,Labourers,Business Entity Type 3,,0.503850502,0.45432106,0,0
449876,0,Cash loans,F,N,Y,0,90000,288000,20043,288000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-20387,,Agriculture,,0.393813879,,0,3
449878,0,Cash loans,F,N,N,1,135000,472500,22729.5,472500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-15461,Labourers,Self-employed,,0.709750577,0.394495405,0,1
449879,0,Cash loans,M,N,Y,0,135000,158301,16753.5,148500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10378,,Restaurant,,0.15495998,,0,
449880,0,Cash loans,F,N,N,1,144000,450000,35338.5,450000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-16667,Labourers,Housing,,0.223885635,0.262248971,0,1
449882,0,Cash loans,F,N,Y,0,67500,180000,10048.5,180000,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,-21780,,XNA,,0.721568104,,0,
449883,0,Cash loans,F,Y,Y,1,72000,221832,14440.5,175500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-14897,Core staff,Business Entity Type 3,,0.578075685,0.619527708,0,0
449884,0,Cash loans,F,N,Y,1,180000,598486.5,25290,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-10811,Sales staff,Trade: type 7,0.77471359,0.577168712,0.317031779,0,3
449885,0,Cash loans,F,N,Y,3,135000,755190,29947.5,675000,Unaccompanied,Working,Higher education,Married,House / apartment,-13775,Managers,Business Entity Type 3,,0.212436982,0.782607837,0,1
449886,0,Revolving loans,F,N,Y,0,67500,315000,15750,315000,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,-18944,Core staff,Government,,0.575753864,0.602386344,0,0
449887,0,Cash loans,F,N,N,0,81000,312768,12042,270000,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,-20680,Labourers,Government,,0.414208696,0.595456203,0,0
449888,1,Cash loans,M,N,N,0,121500,135000,9018,135000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-10745,Labourers,Other,0.223838818,0.072939858,0.345784802,0,3
449890,0,Cash loans,M,N,N,0,157500,675000,25146,675000,Unaccompanied,Working,Higher education,Separated,House / apartment,-20643,,Other,0.61060873,0.718225736,,0,0
449891,0,Cash loans,F,Y,N,2,153000,270000,29079,270000,Family,Working,Higher education,Married,House / apartment,-10045,Managers,Self-employed,,0.154542369,0.164414179,0,3
449892,0,Cash loans,F,Y,Y,0,157500,640080,31261.5,450000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-12327,Sales staff,Trade: type 2,0.805530849,0.74966377,0.267868936,0,3
449895,0,Cash loans,M,Y,N,0,180000,597024,38286,540000,Unaccompanied,Working,Secondary / secondary special,Separated,With parents,-20430,Drivers,Business Entity Type 3,0.669404447,0.666787501,0.340906426,0,0
449896,0,Revolving loans,F,N,N,1,67500,202500,10125,202500,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,-11738,Labourers,Construction,0.326377204,0.179508631,0.65452928,0,2
449898,0,Cash loans,F,N,Y,0,112500,586633.5,35446.5,445500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16020,Accountants,Construction,,0.352470931,,0,
449899,0,Revolving loans,M,N,N,0,270000,810000,40500,810000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-20162,Drivers,Self-employed,,0.593013246,0.796972682,0,3
449901,0,Cash loans,M,Y,Y,0,180000,544491,17694,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-16199,Core staff,Military,0.282454572,0.357955134,0.742181612,0,1
449902,0,Cash loans,M,N,Y,0,315000,904500,29308.5,904500,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,-13294,Labourers,Construction,0.221321162,0.459379633,,0,2
449903,0,Revolving loans,F,N,Y,2,225000,450000,22500,450000,Unaccompanied,Working,Higher education,Married,House / apartment,-11217,,Business Entity Type 3,0.280350711,0.47038415,0.21762852,0,3
449904,1,Cash loans,M,N,Y,0,180000,697500,27274.5,697500,Family,Commercial associate,Higher education,Married,House / apartment,-19586,Labourers,Business Entity Type 1,,0.585120947,0.463275328,0,1
449905,0,Cash loans,M,N,Y,0,94500,128092.5,10399.5,103500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-20694,,XNA,,0.676624187,0.670651753,0,1
449906,0,Cash loans,F,N,Y,0,88650,334152,16204.5,270000,Unaccompanied,Pensioner,Secondary / secondary special,Separated,Municipal apartment,-23682,,XNA,,0.357874727,0.7136314,0,2
449907,0,Cash loans,M,N,Y,1,225000,1072809,31495.5,895500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19523,Labourers,Industry: type 1,,0.329581914,0.492060094,0,2
449908,1,Cash loans,F,N,N,2,189000,490536,23859,405000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-9654,,Kindergarten,,0.513469055,0.406617437,0,1
449909,0,Cash loans,F,Y,Y,0,256500,1130062.5,48010.5,1039500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-17513,Labourers,Trade: type 6,0.431813591,0.453460632,0.701695774,0,1
449911,0,Cash loans,M,Y,Y,1,135000,407965.5,29695.5,369000,Family,Commercial associate,Secondary / secondary special,Married,With parents,-10004,Labourers,Industry: type 7,,0.565085626,0.286652483,0,4
449912,0,Cash loans,F,N,Y,0,112500,829224,26748,594000,Unaccompanied,State servant,Secondary / secondary special,Separated,Municipal apartment,-17516,Security staff,School,,0.707868479,0.758393062,0,2
449913,0,Cash loans,F,N,N,2,157500,900000,29380.5,900000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11180,Sales staff,Business Entity Type 3,0.742202303,0.428367863,,0,
449914,0,Cash loans,F,N,Y,2,135000,900000,26316,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-13211,,Business Entity Type 3,0.670561491,0.608734322,0.401407414,0,5
449915,0,Cash loans,F,N,Y,0,135000,288000,32625,288000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-22525,Cleaning staff,Government,,0.333560898,0.783832434,0,0
449916,0,Cash loans,F,N,N,0,81000,225000,23625,225000,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,-20042,,Business Entity Type 3,,0.685953903,0.678567689,0,1
449917,0,Cash loans,F,N,Y,1,108000,935640,88839,900000,Unaccompanied,Working,Higher education,Married,House / apartment,-20025,High skill tech staff,School,,0.722358219,0.846378063,0,0
449918,0,Cash loans,M,Y,Y,0,135000,1078200,34911,900000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-23485,,XNA,,0.698954649,0.497468889,0,9
449919,1,Cash loans,M,Y,Y,1,202500,521280,27423,450000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-9596,Drivers,Business Entity Type 3,0.196959157,0.531972339,0.136800522,0,2
449920,0,Cash loans,F,N,Y,0,135000,367569,17680.5,297000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-22718,,XNA,,0.476304254,0.32647521,0,0
449921,0,Cash loans,M,N,Y,0,112500,277969.5,16087.5,229500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-19106,,Government,,0.654304864,0.643025564,0,3
449922,0,Cash loans,M,Y,Y,0,90000,652311,19071,544500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-20721,Drivers,Military,0.742457612,0.19034691,,0,
449923,0,Revolving loans,F,N,Y,0,112500,337500,16875,337500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17896,Sales staff,Self-employed,0.71381961,0.453634063,,0,4
449925,0,Cash loans,M,Y,Y,0,157500,1078200,31653,900000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-21723,,XNA,0.454087502,0.514545188,0.42765737,0,3
449926,0,Cash loans,F,Y,Y,0,67500,945000,40036.5,945000,Family,Working,Secondary / secondary special,Married,House / apartment,-19664,Medicine staff,Other,,0.347317749,0.72239289,0,1
449927,0,Cash loans,F,Y,Y,2,202500,1125000,47794.5,1125000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-12097,Accountants,Business Entity Type 3,0.271774423,0.472503832,0.520897599,0,2
449929,0,Cash loans,F,N,N,0,157500,263686.5,26208,238500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19834,Labourers,Construction,,0.682391163,0.579727423,0,1
449930,0,Cash loans,F,N,Y,0,450000,239850,23850,225000,Unaccompanied,Pensioner,Higher education,Widow,House / apartment,-24028,,XNA,0.925622569,0.751726411,0.259467655,0,0
449931,0,Cash loans,M,Y,Y,0,157500,540000,20979,540000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,-23625,,XNA,0.526141705,0.555037349,0.049262578,0,8
449933,0,Revolving loans,F,N,Y,0,202500,225000,11250,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-16258,Sales staff,Self-employed,,0.440553091,0.681705878,0,0
449934,0,Revolving loans,M,N,Y,0,225000,270000,13500,270000,"Spouse, partner",State servant,Secondary / secondary special,Single / not married,House / apartment,-9090,Drivers,Government,0.188044213,0.643273658,0.450747282,0,2
449935,0,Cash loans,M,Y,Y,1,315000,675000,69295.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12299,Managers,Self-employed,,0.442828742,0.280789574,0,3
449936,0,Cash loans,F,Y,N,0,67500,646920,20997,540000,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,-17387,Cooking staff,Medicine,,0.786164605,0.52629494,0,0
449937,0,Cash loans,F,N,N,0,90000,135000,9823.5,135000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,-14818,Waiters/barmen staff,Self-employed,0.428219244,0.44404305,,0,
449938,0,Revolving loans,M,N,Y,1,247500,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Separated,With parents,-11824,Drivers,Business Entity Type 2,,0.586102671,,0,
449939,0,Cash loans,F,N,Y,0,112500,252000,9630,252000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18312,Cleaning staff,Other,,0.56505338,0.1585549,0,4
449940,0,Cash loans,M,N,N,0,90000,314100,16573.5,225000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-15233,Low-skill Labourers,Business Entity Type 3,0.409113132,0.157302315,0.570916542,0,2
449941,0,Cash loans,M,Y,Y,0,180000,900000,26316,900000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12743,Managers,Trade: type 7,,0.736494522,,0,
449943,1,Cash loans,F,Y,Y,3,225000,352422,26478,315000,Unaccompanied,Working,Higher education,Married,House / apartment,-13029,Cooking staff,Trade: type 3,0.458903617,0.450449113,0.23791608,0,1
449944,0,Cash loans,F,N,N,2,94500,348264,20124,315000,Unaccompanied,Working,Secondary / secondary special,Married,With parents,-12221,Core staff,Kindergarten,,0.57091815,0.631354537,0,1
449945,0,Cash loans,F,Y,Y,0,315000,1258650,70411.5,1125000,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,-17918,,Business Entity Type 3,0.906907826,0.722559916,0.669056695,0,2
449946,0,Cash loans,F,N,N,0,292500,1575000,49455,1575000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-18589,Managers,School,,0.57272783,,0,
449948,0,Cash loans,F,N,Y,0,189000,495985.5,18828,409500,Unaccompanied,Working,Higher education,Separated,House / apartment,-18204,Labourers,Self-employed,0.80612006,0.760906442,,0,7
449949,0,Cash loans,M,N,Y,0,270000,473760,50400,450000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-15283,,Business Entity Type 3,,0.57941384,,0,4
449950,1,Cash loans,F,N,Y,0,225000,1303812,38250,1138500,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-18694,Accountants,Legal Services,0.752899103,0.744274352,0.406617437,0,1
449951,0,Cash loans,F,N,Y,0,49500,251091,26496,238500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-24058,,XNA,,0.300878299,,0,
449952,0,Cash loans,F,N,Y,0,189000,835380,35523,675000,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20518,,XNA,,0.352121643,0.396219572,0,0
449953,0,Cash loans,F,N,N,1,225000,862560,30690,720000,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,-14807,Managers,Self-employed,0.609100735,0.495223962,0.466864006,0,1
449954,0,Revolving loans,F,N,N,0,67500,135000,6750,135000,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,With parents,-7976,Sales staff,Transport: type 4,,0.667224629,0.213966852,0,0
449956,0,Cash loans,F,N,Y,0,99000,260640,27499.5,225000,"Spouse, partner",Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-8524,High skill tech staff,Self-employed,,0.724506445,,0,
449957,0,Cash loans,F,N,Y,1,148500,720000,23926.5,720000,Family,Commercial associate,Secondary / secondary special,Separated,With parents,-10168,Accountants,Transport: type 4,0.453452117,0.285897872,0.605836265,0,4
449958,0,Cash loans,F,N,Y,1,166500,193572,20974.5,171000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-10458,Core staff,Realtor,0.0542313,0.417300091,0.218859082,0,6
449959,0,Cash loans,M,Y,Y,2,121500,134316,15282,126000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-13714,Managers,Self-employed,,0.644532186,0.382501804,0,6
449960,0,Cash loans,M,N,Y,1,180000,545040,25537.5,450000,Unaccompanied,Working,Higher education,Married,Office apartment,-16333,Managers,School,0.441851212,0.20706545,,0,
449961,0,Cash loans,M,N,Y,0,157500,645889.5,23328,490500,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,-15746,Labourers,Business Entity Type 3,,0.254237194,0.183035167,0,1
449962,0,Cash loans,F,N,Y,0,112500,254700,24939,225000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-24073,,XNA,,0.552859842,0.75037515,0,0
